SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
12290,12291,1935,IL-00025,AURORA,60502,DUPAGE,IL,41925,33675,8250,0,0,0
12290,12291,1935,IL-00025,AURORA,60504,DUPAGE,IL,11738,7338,4400,0,0,0
12290,12291,1935,IL-00025,BAILEYVILLE,61007,OGLE,IL,15461,12561,2900,12500,9600,2900
12290,12291,1935,IL-00025,BARTLETT,60103,DUPAGE,IL,26511,20511,6000,0,0,0
12290,12291,1935,IL-00025,BELLWOD,60104,COOK,IL,101697,62747,38950,0,0,0
12290,12291,1935,IL-00025,BELLWOOD,60104,COOK,IL,11417921,7472262,3945659,4101800,2448900.01,1652899.99
12290,12291,1935,IL-00025,BENSENVILLE,60106,DUPAGE,IL,257462,186887,70575,60900,42400,18500
12290,12291,1935,IL-00025,BERKELEY,60163,COOK,IL,734237,489057,245180,316500,223400,93100
12290,12291,1935,IL-00025,BERWYN,60402,COOK,IL,1146012,775992,370020,462400,274900,187500
12290,12291,1935,IL-00025,BLOOMINGDALE,60108,DUPAGE,IL,66862,53737,13125,8300,2600,5700
12290,12291,1935,IL-00025,BLUE ISLAND,60406,COOK,IL,327493,227252,100241,83100,47300,35800
12290,12291,1935,IL-00025,BROADVIEW,60155,COOK,IL,4478473,3110541,1367932,2183700,1482900,698500
12290,12291,1935,IL-00025,BROOKFIELD,60513,COOK,IL,363029,270836,92193,71200,58900,12300
12290,12291,1935,IL-00025,BURBANK,60459,COOK,IL,247074,192119,54955,63300,53700,9600
12290,12291,1935,IL-00025,BURNHAM,60633,COOK,IL,15320,15320,0,0,0,0
12290,12291,1935,IL-00025,BYRON,61010,OGLE,IL,26713,23463,3250,25100,21900,3200
12290,12291,1935,IL-00025,CALUMET CITY,60409,COOK,IL,1338708,970793,367915,560800,410000,150800
12290,12291,1935,IL-00025,CALUMET PARK,60827,COOK,IL,545796,399702,146094,205300,163300,42000
12290,12291,1935,IL-00025,CAROL STREAM,60188,DUPAGE,IL,12646,12646,0,0,0,0
12290,12291,1935,IL-00025,CEDARVILLE,61013,STEPHENSON,IL,14000,12000,2000,0,0,0
12290,12291,1935,IL-00025,CHADWICK,61014,CARROLL,IL,23114,17414,5700,2900,0,2900
12290,12291,1935,IL-00025,CHCAGO,60620,COOK,IL,33758,11143,22615,0,0,0
12290,12291,1935,IL-00025,CHG,60644,COOK,IL,9545,9545,0,0,0,0
12290,12291,1935,IL-00025,CHICAGO,60104,COOK,IL,7688,3438,4250,0,0,0
12290,12291,1935,IL-00025,CHICAGO,60490,COOK,IL,7113,6413,700,0,0,0
12290,12291,1935,IL-00025,CHICAGO,60607,COOK,IL,16655,156,16499,1200,0,1200
12290,12291,1935,IL-00025,CHICAGO,60608,COOK,IL,729319,449684,279635,333000,179500,153500
12290,12291,1935,IL-00025,CHICAGO,60609,COOK,IL,1064850,723176,341674,383300,244200,139100
12290,12291,1935,IL-00025,CHICAGO,60612,COOK,IL,458082,286632,171450,165400,131200,34200
12290,12291,1935,IL-00025,CHICAGO,60613,COOK,IL,18768,12213,6555,0,0,0
12290,12291,1935,IL-00025,CHICAGO,60615,COOK,IL,309376,192501,116875,98900,56900,42000
12290,12291,1935,IL-00025,CHICAGO,60616,COOK,IL,102380,84500,17880,18700,16600,2100
12290,12291,1935,IL-00025,CHICAGO,60617,COOK,IL,4739191,3333017,1406174,2108900,1414000,688100
12290,12291,1935,IL-00025,CHICAGO,60618,COOK,IL,657548,450363,207185,285500,171800,95900
12290,12291,1935,IL-00025,CHICAGO,60619,COOK,IL,6154174,4402032,1752142,2846700,2046500,793900
12290,12291,1935,IL-00025,CHICAGO,60620,COOK,IL,4181960,3000256,1181704,1848600,1334600,508800
12290,12291,1935,IL-00025,CHICAGO,60621,COOK,IL,753343,555856,197487,137200,107100,30100
12290,12291,1935,IL-00025,CHICAGO,60622,COOK,IL,53046,31431,21615,36900,22400,14500
12290,12291,1935,IL-00025,CHICAGO,60623,COOK,IL,2074669,1402483,672186,716400,470800,245600
12290,12291,1935,IL-00025,CHICAGO,60624,COOK,IL,1123960,708790,415170,343200,170300,172900
12290,12291,1935,IL-00025,CHICAGO,60625,COOK,IL,54071,39996,14075,25300,18600,6700
12290,12291,1935,IL-00025,CHICAGO,60626,COOK,IL,14153,7603,6550,13500,6900,6600
12290,12291,1935,IL-00025,CHICAGO,60628,COOK,IL,4279956,3173798,1106158,1874200,1426800,445100
12290,12291,1935,IL-00025,CHICAGO,60629,COOK,IL,5406537,3718336,1688201,1895500,1220000,675500
12290,12291,1935,IL-00025,CHICAGO,60630,COOK,IL,104168,75883,28285,64900,43800,21100
12290,12291,1935,IL-00025,CHICAGO,60631,COOK,IL,179704,155664,24040,169900,147500,22400
12290,12291,1935,IL-00025,CHICAGO,60632,COOK,IL,2906359,2023185,883174,1142800,765441,377359
12290,12291,1935,IL-00025,CHICAGO,60633,COOK,IL,88837,57887,30950,42300,30400,11900
12290,12291,1935,IL-00025,CHICAGO,60634,COOK,IL,820041,636341,183700,373500,295900,77600
12290,12291,1935,IL-00025,CHICAGO,60636,COOK,IL,1866074,1300189,565885,737100,531100,206000
12290,12291,1935,IL-00025,CHICAGO,60637,COOK,IL,564096,460836,103260,88300,56100,32200
12290,12291,1935,IL-00025,CHICAGO,60638,COOK,IL,3974479,2769703,1204776,1885400,1288300,597100
12290,12291,1935,IL-00025,CHICAGO,60639,COOK,IL,4288966,2840940,1448026,1821900,1212741,609159
12290,12291,1935,IL-00025,CHICAGO,60641,COOK,IL,640849,460559,180290,420000,291200,123900
12290,12291,1935,IL-00025,CHICAGO,60642,COOK,IL,23975,12375,11600,7800,0,7800
12290,12291,1935,IL-00025,CHICAGO,60643,COOK,IL,2619532,1982519,637013,1168300,851300,317000
12290,12291,1935,IL-00025,CHICAGO,60644,COOK,IL,2423544,1706999,716545,812800,532000,280800
12290,12291,1935,IL-00025,CHICAGO,60646,COOK,IL,48912,43012,5900,27000,22800,4200
12290,12291,1935,IL-00025,CHICAGO,60647,COOK,IL,355720,245929,109791,205800,130600,75200
12290,12291,1935,IL-00025,CHICAGO,60649,COOK,IL,1651194,1303771,347423,646200,490200,156000
12290,12291,1935,IL-00025,CHICAGO,60651,COOK,IL,7127886,4905295,2222591,2519900,1690241,829659
12290,12291,1935,IL-00025,CHICAGO,60652,COOK,IL,3013585,2190596,822989,1742500,1258600,483900
12290,12291,1935,IL-00025,CHICAGO,60653,COOK,IL,451678,365678,86000,179400,144600,34800
12290,12291,1935,IL-00025,CHICAGO,60655,COOK,IL,1695369,1258771,436598,1256600,928900,327700
12290,12291,1935,IL-00025,CHICAGO,60656,COOK,IL,57736,37986,19750,34500,23400,11100
12290,12291,1935,IL-00025,CHICAGO,60657,COOK,IL,15275,12175,3100,12800,9700,3100
12290,12291,1935,IL-00025,CHICAGO,60659,COOK,IL,22215,22215,0,8600,8600,0
12290,12291,1935,IL-00025,CHICAGO,60660,COOK,IL,10425,8400,2025,0,0,0
12290,12291,1935,IL-00025,CHICAGO,60707,COOK,IL,979762,657627,322135,528700,338700,190000
12290,12291,1935,IL-00025,CHICAGO,60827,COOK,IL,13609,10789,2820,0,0,0
12290,12291,1935,IL-00025,CHICAGO HEIGHTS,60411,COOK,IL,178976,127726,51250,46400,35200,11200
12290,12291,1935,IL-00025,CICERO,60804,COOK,IL,5757347,4140229,1617118,2273600,1576600,697000
12290,12291,1935,IL-00025,COUNTRY CLUB HILLS,60478,COOK,IL,421170,308140,113030,141000,102800,38200
12290,12291,1935,IL-00025,COUNTRYSIDE,60525,COOK,IL,80192,52342,27850,13700,2500,11200
12290,12291,1935,IL-00025,DAVIS JUNCTION,61020,OGLE,IL,48978,41503,7475,0,0,0
12290,12291,1935,IL-00025,DES PLAINES,60016,COOK,IL,107166,77366,29800,36900,27600,9300
12290,12291,1935,IL-00025,DIXMOOR,60426,COOK,IL,7275,0,7275,0,0,0
12290,12291,1935,IL-00025,DOLTON,60419,COOK,IL,1270717,916945,353772,556900,401700,155200
12290,12291,1935,IL-00025,DOWNERS GROVE,60515,DUPAGE,IL,112657,95157,17500,51300,39900,11400
12290,12291,1935,IL-00025,DOWNERS GROVE,60516,DUPAGE,IL,23017,16617,6400,11900,8200,3700
12290,12291,1935,IL-00025,EAST HAZEL CREST,60429,COOK,IL,58790,45590,13200,0,0,0
12290,12291,1935,IL-00025,ELIZABETH,61028,JO DAVIESS,IL,101711,88301,13410,68800,57400,11400
12290,12291,1935,IL-00025,ELMHURST,60126,COOK,IL,13467,12092,1375,0,0,0
12290,12291,1935,IL-00025,ELMHURST,60126,DUPAGE,IL,2560292,1742936,817356,1271800,764200,507600
12290,12291,1935,IL-00025,ELMWOOD PARK,60707,COOK,IL,1091107,741517,349590,429500,250800,178700
12290,12291,1935,IL-00025,EVANSTON,60202,COOK,IL,31816,26566,5250,23300,18600,4700
12290,12291,1935,IL-00025,EVERGREEN PARK,60805,COOK,IL,395014,293709,101305,138500,109100,29400
12290,12291,1935,IL-00025,FLOSSMOOR,60422,COOK,IL,174133,120433,53700,22800,12100,10700
12290,12291,1935,IL-00025,FOREST PARK,60130,COOK,IL,1562920,1081667,481253,790100,534700,255400
12290,12291,1935,IL-00025,FOREST VIEW,60402,COOK,IL,22228,17653,4575,14000,14000,0
12290,12291,1935,IL-00025,FORRESTON,61030,OGLE,IL,43507,29582,13925,0,0,0
12290,12291,1935,IL-00025,FRANKLIN PARK,60131,COOK,IL,97062,75062,22000,63900,50500,13400
12290,12291,1935,IL-00025,FREEPORT,61032,STEPHENSON,IL,2502865,1848913,653952,1412000,1012600,386500
12290,12291,1935,IL-00025,GALENA,61036,JO DAVIESS,IL,58304,51304,7000,58400,51400,7000
12290,12291,1935,IL-00025,GERMAN VALLEY,61039,STEPHENSON,IL,35268,29368,5900,21500,15600,5900
12290,12291,1935,IL-00025,GLEN ELLYN,60137,DUPAGE,IL,493690,338780,154910,230000,150800,79200
12290,12291,1935,IL-00025,GLENDALE HEIGHTS,60139,DUPAGE,IL,113128,84078,29050,58800,47500,11300
12290,12291,1935,IL-00025,GLENVIEW,60025,COOK,IL,88426,82801,5625,82000,76400,5600
12290,12291,1935,IL-00025,GLENVIEW,60026,COOK,IL,71513,55593,15920,0,0,0
12290,12291,1935,IL-00025,GLENWOOD,60425,COOK,IL,288364,222904,65460,133700,104200,29500
12290,12291,1935,IL-00025,HANOVER,61041,JO DAVIESS,IL,64562,47212,17350,12100,7200,4900
12290,12291,1935,IL-00025,HANOVER PARK,60133,DUPAGE,IL,21201,15263,5938,9600,3700,5900
12290,12291,1935,IL-00025,HARVEY,60426,COOK,IL,503871,363687,140184,197100,160400,36700
12290,12291,1935,IL-00025,HARWOOD HEIGHTS,60706,COOK,IL,29104,14679,14425,14500,0,14500
12290,12291,1935,IL-00025,HAZEL CREST,60429,COOK,IL,302696,233883,68813,180900,144900,36000
12290,12291,1935,IL-00025,HILLSIDE,60162,COOK,IL,1767091,1181131,585960,548500,359500,189000
12290,12291,1935,IL-00025,HINSDALE,60521,COOK,IL,54738,39788,14950,5400,5400,0
12290,12291,1935,IL-00025,HINSDALE,60521,DUPAGE,IL,211477,101487,109990,67600,26500,41100
12290,12291,1935,IL-00025,HODGKINS,60525,COOK,IL,4225,0,4225,4300,0,4300
12290,12291,1935,IL-00025,HOFFMAN ESTATES,60169,COOK,IL,51089,37514,13575,20900,7300,13600
12290,12291,1935,IL-00025,HOMEWOOD,60430,COOK,IL,111119,94494,16625,41000,39600,1400
12290,12291,1935,IL-00025,ITASCA,60143,DUPAGE,IL,94656,65006,29650,60200,36100,24100
12290,12291,1935,IL-00025,JUSTICE,60458,COOK,IL,52558,42683,9875,36700,27400,9300
12290,12291,1935,IL-00025,KENT,61044,STEPHENSON,IL,44456,38910,5546,36400,30900,5500
12290,12291,1935,IL-00025,LA GRANGE,60525,COOK,IL,164157,124877,39280,137000,99900,37100
12290,12291,1935,IL-00025,LA GRANGE PARK,60526,COOK,IL,84111,63986,20125,24600,19600,5000
12290,12291,1935,IL-00025,LAGRANGE,60525,COOK,IL,42014,32164,9850,0,0,0
12290,12291,1935,IL-00025,LANARK,61046,CARROLL,IL,260843,210778,50065,56100,45600,10500
12290,12291,1935,IL-00025,LANSING,60438,COOK,IL,295692,219962,75730,184800,136600,48200
12290,12291,1935,IL-00025,LEAF RIVER,61047,OGLE,IL,36400,27400,9000,30200,21200,9000
12290,12291,1935,IL-00025,LEMONT,60439,DUPAGE,IL,22538,17838,4700,21500,16800,4700
12290,12291,1935,IL-00025,LENA,61048,STEPHENSON,IL,46838,38738,8100,46900,38800,8100
12290,12291,1935,IL-00025,LEYDEN,60164,COOK,IL,81432,54657,26775,58500,31700,26800
12290,12291,1935,IL-00025,LISLE,60532,DUPAGE,IL,17500,14870,2630,14000,14000,0
12290,12291,1935,IL-00025,LOMBARD,60148,DUPAGE,IL,1184367,856937,327430,507100,349700,156600
12290,12291,1935,IL-00025,LYNWOOD,60411,COOK,IL,183170,137770,45400,44000,30100,13900
12290,12291,1935,IL-00025,LYONS,60534,COOK,IL,54668,44523,10145,16900,11900,5000
12290,12291,1935,IL-00025,MARKHAM,60428,COOK,IL,326190,231245,94945,130400,97500,32900
12290,12291,1935,IL-00025,MATTERSON,60443,COOK,IL,11214,9754,1460,5000,5000,0
12290,12291,1935,IL-00025,MATTESON,60443,COOK,IL,359457,251167,108290,170500,117200,53300
12290,12291,1935,IL-00025,MAYWOOD,60152,COOK,IL,18413,7413,11000,0,0,0
12290,12291,1935,IL-00025,MAYWOOD,60153,COOK,IL,6882992,4700748,2182244,2825800,1835005.57,990794.43
12290,12291,1935,IL-00025,MEDINAH,60157,DUPAGE,IL,38800,23600,15200,23700,8500,15200
12290,12291,1935,IL-00025,MELROSE PARK,60160,COOK,IL,1512529,1028957,483572,551200,401400,149800
12290,12291,1935,IL-00025,MELROSE PARK,60164,COOK,IL,429189,306364,122825,76400,45600,30800
12290,12291,1935,IL-00025,MELROSE PARK IL,60160,COOK,IL,11375,0,11375,0,0,0
12290,12291,1935,IL-00025,MIDLOTHIAN,60445,COOK,IL,17285,13835,3450,0,0,0
12290,12291,1935,IL-00025,MORTON GROVE,60053,COOK,IL,37483,32808,4675,0,0,0
12290,12291,1935,IL-00025,MOUNT CARROLL,61053,CARROLL,IL,68726,59326,9400,9400,7100,700
12290,12291,1935,IL-00025,MT CARROLL,61053,JO DAVIESS,IL,44350,32895,11455,0,0,0
12290,12291,1935,IL-00025,N RIVERSIDE,60546,COOK,IL,25044,15994,9050,21400,12300,9100
12290,12291,1935,IL-00025,NAPERVILLE,60540,DUPAGE,IL,25784,19739,6045,23500,17400,6100
12290,12291,1935,IL-00025,NAPERVILLE,60563,DUPAGE,IL,4759,4759,0,0,0,0
12290,12291,1935,IL-00025,NILES,60714,COOK,IL,31398,22173,9225,0,0,0
12290,12291,1935,IL-00025,NORTH RIVERSIDE,60546,COOK,IL,463746,333846,129900,196700,121400,75300
12290,12291,1935,IL-00025,NORTHBROOK,60062,COOK,IL,22019,19044,2975,0,0,0
12290,12291,1935,IL-00025,NORTHLAKE,60164,COOK,IL,45857,27207,18650,8000,0,8000
12290,12291,1935,IL-00025,OAK BROOK,60523,DUPAGE,IL,700183,565425,134758,214000,155200,58800
12290,12291,1935,IL-00025,OAK FOREST,60452,COOK,IL,117513,86763,30750,49300,34700,14600
12290,12291,1935,IL-00025,OAK LAWN,60453,COOK,IL,137635,95760,41875,26500,21100,5400
12290,12291,1935,IL-00025,OAK PARK,60302,COOK,IL,467470,360770,106700,233800,185100,48700
12290,12291,1935,IL-00025,OAK PARK,60304,COOK,IL,131841,86951,44890,119000,77100,41900
12290,12291,1935,IL-00025,OAKBROOK TERRACE,60181,DUPAGE,IL,73083,49283,23800,25300,4000,21300
12290,12291,1935,IL-00025,OLYMPIA FIELDS,60461,COOK,IL,427717,302982,124735,269900,184100,85800
12290,12291,1935,IL-00025,ORLAND HILLS,60487,COOK,IL,17203,12153,5050,17300,12200,5100
12290,12291,1935,IL-00025,ORLAND PARK,60462,COOK,IL,20788,13913,6875,0,0,0
12290,12291,1935,IL-00025,ORLAND PARK,60467,COOK,IL,32297,26397,5900,0,0,0
12290,12291,1935,IL-00025,PALOS HEIGHTS,60463,COOK,IL,3656,281,3375,3700,300,3400
12290,12291,1935,IL-00025,PARK FOREST,60466,COOK,IL,149795,103115,46680,37500,27400,10100
12290,12291,1935,IL-00025,PARK RIDGE,60068,COOK,IL,98411,67811,30600,57100,43800,13300
12290,12291,1935,IL-00025,PEARL CITY,61062,STEPHENSON,IL,184639,115739,68900,19000,14000,5000
12290,12291,1935,IL-00025,PECATONICA,61063,STEPHENSON,IL,34185,20710,13475,2900,1800,1100
12290,12291,1935,IL-00025,PECATONICA,61063,WINNEBAGO,IL,106742,70192,36550,78800,42200,36600
12290,12291,1935,IL-00025,PHOENIX,60426,COOK,IL,57352,48527,8825,10000,6000,4000
12290,12291,1935,IL-00025,POSEN,60469,COOK,IL,21728,19078,2650,0,0,0
12290,12291,1935,IL-00025,RICHTON,60471,COOK,IL,12113,10113,2000,0,0,0
12290,12291,1935,IL-00025,RICHTON PARK,60471,COOK,IL,149509,106684,42825,29300,22900,6400
12290,12291,1935,IL-00025,RIDOTT,61067,STEPHENSON,IL,174188,122613,51575,123300,87500,35800
12290,12291,1935,IL-00025,RIVER FOREST,60305,COOK,IL,379062,302507,76555,124000,104200,19800
12290,12291,1935,IL-00025,RIVER GROVE,60171,COOK,IL,33953,24328,9625,28000,18400,9600
12290,12291,1935,IL-00025,RIVERDALE,60827,COOK,IL,587235,438725,148510,170900,132700,38200
12290,12291,1935,IL-00025,RIVERGROVE,60171,COOK,IL,2900,0,2900,0,0,0
12290,12291,1935,IL-00025,RIVERSIDE,60546,COOK,IL,324714,255354,69360,88900,63600,25300
12290,12291,1935,IL-00025,ROBBINS,60472,COOK,IL,48523,44528,3995,12400,12400,0
12290,12291,1935,IL-00025,ROCKFORD,61102,WINNEBAGO,IL,80181,76541,3640,10200,9600,600
12290,12291,1935,IL-00025,ROCKFORD,61109,WINNEBAGO,IL,22459,19619,2840,22100,19300,2800
12290,12291,1935,IL-00025,ROCKFORD,61114,WINNEBAGO,IL,42842,41842,1000,0,0,0
12290,12291,1935,IL-00025,ROSELLE,60172,DUPAGE,IL,62787,44437,18350,19400,12400,7000
12290,12291,1935,IL-00025,SAUK VILLAGE,60411,COOK,IL,105744,77704,28040,17400,15000,2400
12290,12291,1935,IL-00025,SAVANNA,61074,CARROLL,IL,1892974,1395759,497215,1057600,736000,180600
12290,12291,1935,IL-00025,SCALES MOUND,61075,JO DAVIESS,IL,37084,24484,12600,0,0,0
12290,12291,1935,IL-00025,SCHILLER PARK,60176,COOK,IL,133520,96570,36950,47700,23500,24200
12290,12291,1935,IL-00025,SHANNON,61078,CARROLL,IL,77184,56484,20700,53700,37500,16200
12290,12291,1935,IL-00025,SKOKIE,60076,COOK,IL,94309,67934,26375,27900,27900,0
12290,12291,1935,IL-00025,SKOKIE,60077,COOK,IL,47723,32598,15125,45600,30500,15100
12290,12291,1935,IL-00025,SKOKIE,60203,COOK,IL,26948,18818,8130,0,0,0
12290,12291,1935,IL-00025,SOUTH HOLLAND,60473,COOK,IL,1181297,878009,303288,361200,272400,88800
12290,12291,1935,IL-00025,STEGER,60475,COOK,IL,45329,30129,15200,0,0,0
12290,12291,1935,IL-00025,STICKNEY,60402,COOK,IL,112448,90868,21580,38600,34400,4200
12290,12291,1935,IL-00025,STILLMAN VALLEY,61084,OGLE,IL,25746,21371,4375,23200,18900,4300
12290,12291,1935,IL-00025,STOCKTON,61085,JO DAVIESS,IL,239600,206220,33380,105300,101500,3800
12290,12291,1935,IL-00025,STONE PARK,60165,COOK,IL,392723,226233,166490,139400,59400,80000
12290,12291,1935,IL-00025,SUMMIT,60501,COOK,IL,24460,16010,8450,18600,10200,8400
12290,12291,1935,IL-00025,SUMMIT ARGO,60501,COOK,IL,195730,128905,66825,36000,28000,8000
12290,12291,1935,IL-00025,TINLEY PARK,60477,COOK,IL,21544,16494,5050,0,0,0
12290,12291,1935,IL-00025,VILLA PARK,60101,DUPAGE,IL,14335,10560,3775,0,0,0
12290,12291,1935,IL-00025,VILLA PARK,60181,DUPAGE,IL,257557,184792,72765,165900,119700,46200
12290,12291,1935,IL-00025,WARRENVILLE,60555,DUPAGE,IL,26905,25805,1100,20200,19100,1100
12290,12291,1935,IL-00025,WEST CHICAGO,60185,DUPAGE,IL,17951,17951,0,0,0,0
12290,12291,1935,IL-00025,WESTCHESTER,60154,COOK,IL,7834733,5249941,2584792,3433000,2142800,1233300
12290,12291,1935,IL-00025,WESTCHESTER,60154,DUPAGE,IL,44225,28275,15950,14000,10900,3100
12290,12291,1935,IL-00025,WESTERN SPRINGS,60558,COOK,IL,87238,72968,14270,65800,54200,11600
12290,12291,1935,IL-00025,WESTMONT,60559,DUPAGE,IL,98581,52536,46045,52400,19800,32600
12290,12291,1935,IL-00025,WHEATON,60187,DUPAGE,IL,247684,179604,68080,161100,117400,39400
12290,12291,1935,IL-00025,WHEATON,60188,DUPAGE,IL,8967,6017,2950,0,0,0
12290,12291,1935,IL-00025,WHEATON,60189,DUPAGE,IL,84166,60151,24015,66100,48300,17800
12290,12291,1935,IL-00025,WILLOW SPRINGS,60480,COOK,IL,5725,3825,1900,0,0,0
12290,12291,1935,IL-00025,WILMETTE,60091,COOK,IL,52749,39799,12950,51700,38800,12900
12290,12291,1935,IL-00025,WINFIELD,60190,DUPAGE,IL,12925,10725,2200,2200,0,2200
12290,12291,1935,IL-00025,WINNEBAGO,61088,WINNEBAGO,IL,37105,25255,11850,0,0,0
12303,12304,,TN-00042,BLOOMINGTON SPRINGS,38545,PUTNAM,TN,168362,131312,37050,14000,0,14000
12303,12304,,TN-00042,COOKEVILLE,38501,PUTNAM,TN,405220,262217,143003,120500,97400,23100
12303,12304,,TN-00042,COOKEVILLE,38506,PUTNAM,TN,55146,50729,4417,10400,7400,3000
12303,12304,,TN-00042,LIVINGSTON,38570,OVERTON,TN,47156,35431,11725,0,0,0
12303,12304,,TN-00042,PLEASANT SHADE,37145,SMITH,TN,3024,3024,0,3100,3100,0
12303,12304,,TN-00042,RICKMAN,38580,OVERTON,TN,410429,236029,174400,447400,218900,80000
12312,12313,,MO-00040,BIG LAKE,64437,HOLT,MO,262911,162686,100225,73700,11700,62000
12312,12313,,MO-00040,CRAIG,64437,HOLT,MO,727857,479740,248117,197900,110200,87700
12312,12313,,MO-00040,HANNIBAL,63401,MARION,MO,212683,135335,77348,83000,80700,2300
12312,12313,,MO-00040,HANNIBAL,63401,RALLS,MO,160744,98056,62688,124900,98100,26800
12312,12313,,MO-00040,TAYLOR,63471,MARION,MO,17908,11358,6550,7000,7000,0
12314,12315,,WI-00025,BALDWIN,54002,SAINT CROIX,WI,247567,181897,65670,153700,116700,37000
12314,12315,,WI-00025,BELDENVILLE,54003,PIERCE,WI,86514,61484,25030,21800,15200,6600
12314,12315,,WI-00025,ELK MOUND,54739,DUNN,WI,25402,20042,5360,14000,14000,0
12314,12315,,WI-00025,RIVER FALLS,54022,PIERCE,WI,74336,7196,67140,14000,5400,8600
12314,12315,,WI-00025,SPRING VALLEY,54767,PIERCE,WI,85283,79708,5575,70700,65100,5600
12314,12315,,WI-00025,WILSON,54027,SAINT CROIX,WI,77003,59783,17220,0,0,0
12314,12315,,WI-00025,WOODVILLE,54028,SAINT CROIX,WI,138078,108003,30075,133800,104300,29500
12327,12328,1933,WI-00027,BAGLEY,53801,GRANT,WI,14245,10220,4025,0,0,0
12327,12328,1933,WI-00027,BAYSIDE,53217,MILWAUKEE,WI,23186,15411,7775,22300,14600,7700
12327,12328,1933,WI-00027,BROWN DEER,53209,MILWAUKEE,WI,30236,17461,12775,28000,15200,12800
12327,12328,1933,WI-00027,BROWN DEER,53223,MILWAUKEE,WI,235660,162355,73305,168900,101600,67300
12327,12328,1933,WI-00027,CUBA CITY,53807,GRANT,WI,66893,63643,3250,48600,45900,2700
12327,12328,1933,WI-00027,CUDAHY,53110,MILWAUKEE,WI,34747,8497,26250,19200,3100,16100
12327,12328,1933,WI-00027,DICKEYVILLE,53808,GRANT,WI,61622,51372,10250,45700,43900,1800
12327,12328,1933,WI-00027,FOX POINT,53217,MILWAUKEE,WI,57043,37718,19325,21500,12500,9000
12327,12328,1933,WI-00027,FRANKLIN,53132,MILWAUKEE,WI,60899,50674,10225,21100,14200,6900
12327,12328,1933,WI-00027,GLENDALE,53209,MILWAUKEE,WI,436743,323709,113034,266900,182900,84000
12327,12328,1933,WI-00027,GLENDALE,53217,MILWAUKEE,WI,11488,7813,3675,10600,7000,3600
12327,12328,1933,WI-00027,GREENDALE,53129,MILWAUKEE,WI,44835,43485,1350,0,0,0
12327,12328,1933,WI-00027,GREENFIELD,53220,MILWAUKEE,WI,8441,7091,1350,0,0,0
12327,12328,1933,WI-00027,HAZEL GREEN,53811,GRANT,WI,12227,8977,3250,0,0,0
12327,12328,1933,WI-00027,KIELER,53812,GRANT,WI,16383,12983,3400,0,0,0
12327,12328,1933,WI-00027,MILWAUKEE,53126,MILWAUKEE,WI,16020,6695,9325,11500,2200,9300
12327,12328,1933,WI-00027,MILWAUKEE,53202,MILWAUKEE,WI,12758,12758,0,12800,12800,0
12327,12328,1933,WI-00027,MILWAUKEE,53204,MILWAUKEE,WI,53346,38896,14450,76400,38200,0
12327,12328,1933,WI-00027,MILWAUKEE,53205,MILWAUKEE,WI,158602,107727,50875,42900,32300,10600
12327,12328,1933,WI-00027,MILWAUKEE,53206,MILWAUKEE,WI,778983,549363,229620,351900,258300,79400
12327,12328,1933,WI-00027,MILWAUKEE,53207,MILWAUKEE,WI,20828,14403,6425,13100,6600,6500
12327,12328,1933,WI-00027,MILWAUKEE,53208,MILWAUKEE,WI,73114,57044,16070,55800,42500,13300
12327,12328,1933,WI-00027,MILWAUKEE,53209,MILWAUKEE,WI,3884717,2452379,1432338,1626000,944800,681200
12327,12328,1933,WI-00027,MILWAUKEE,53210,MILWAUKEE,WI,724905,471232,253673,328500,205700,122800
12327,12328,1933,WI-00027,MILWAUKEE,53211,MILWAUKEE,WI,175104,95739,79365,77900,31700,46200
12327,12328,1933,WI-00027,MILWAUKEE,53212,MILWAUKEE,WI,275726,183966,91760,83900,56400,27500
12327,12328,1933,WI-00027,MILWAUKEE,53213,MILWAUKEE,WI,74836,54186,20650,69000,50900,18100
12327,12328,1933,WI-00027,MILWAUKEE,53214,MILWAUKEE,WI,17289,17289,0,11200,11200,0
12327,12328,1933,WI-00027,MILWAUKEE,53215,MILWAUKEE,WI,14484,10184,4300,7200,5800,1400
12327,12328,1933,WI-00027,MILWAUKEE,53216,MILWAUKEE,WI,4393340,2854931,1538409,1654100,1090900,563200
12327,12328,1933,WI-00027,MILWAUKEE,53217,MILWAUKEE,WI,85949,55224,30725,31200,20700,10500
12327,12328,1933,WI-00027,MILWAUKEE,53218,MILWAUKEE,WI,4471356,2868468,1602888,1920000,1200100,719900
12327,12328,1933,WI-00027,MILWAUKEE,53219,MILWAUKEE,WI,19172,9572,9600,14000,8600,5400
12327,12328,1933,WI-00027,MILWAUKEE,53220,MILWAUKEE,WI,52888,39213,13675,6700,5800,900
12327,12328,1933,WI-00027,MILWAUKEE,53221,MILWAUKEE,WI,108383,74633,33750,37500,30700,6800
12327,12328,1933,WI-00027,MILWAUKEE,53222,MILWAUKEE,WI,489716,302051,187665,267200,174100,93100
